"time","Tout"
"2020-05-04 21:45:00",5.40000001
"2020-05-04 21:50:00",5.49999999
"2020-05-04 21:55:00",5.899999987
"2020-05-04 22:00:00",6.1
"2020-05-04 22:05:00",6.200000007
"2020-05-04 22:10:00",6.299999987
"2020-05-04 22:15:00",6.499999987
"2020-05-04 22:20:00",6.699999993
"2020-05-04 22:25:00",6.900000003
"2020-05-04 22:30:00",7.00000001
"2020-05-04 22:35:00",7.09999999
"2020-05-04 22:40:00",7.000000003
"2020-05-04 22:45:00",7.2
"2020-05-04 22:50:00",7.300000007
"2020-05-04 22:55:00",7.399999987
"2020-05-04 23:00:00",7.300000007
"2020-05-04 23:05:00",7.59999999
"2020-05-04 23:10:00",7.500000007
"2020-05-04 23:15:00",7.69999999
"2020-05-04 23:20:00",7.60000001
"2020-05-04 23:25:00",7.699999997
"2020-05-04 23:30:00",7.9
"2020-05-04 23:35:00",8.000000007
"2020-05-04 23:40:00",8.099999987
"2020-05-04 23:45:00",8.1
"2020-05-04 23:50:00",8.299999993
"2020-05-04 23:55:00",8.300000007
"2020-05-05 00:00:00",8.5
"2020-05-05 00:05:00",8.5
"2020-05-05 00:10:00",8.699999993
"2020-05-05 00:15:00",8.7
"2020-05-05 00:20:00",8.99999996
"2020-05-05 00:25:00",8.40000008
"2020-05-05 00:30:00",8.69999998
"2020-05-05 00:35:00",8.899999993
"2020-05-05 00:40:00",8.70000002
"2020-05-05 00:45:00",9.29999995
"2020-05-05 00:50:00",8.80000005
"2020-05-05 00:55:00",8.999999993
"2020-05-05 01:00:00",9
"2020-05-05 01:05:00",9.200000027
"2020-05-05 01:10:00",9.599999946
"2020-05-05 01:15:00",9.400000013
"2020-05-05 01:20:00",9.4
"2020-05-05 01:25:00",9.300000023
"2020-05-05 01:30:00",9.99999999
"2020-05-05 01:35:00",9.90000001
"2020-05-05 01:40:00",9.60000001
"2020-05-05 01:45:00",9.4
"2020-05-05 01:50:00",9.700000007
"2020-05-05 01:55:00",9.799999987
"2020-05-05 02:00:00",10.09999998
"2020-05-05 02:05:00",9.600000017
"2020-05-05 02:10:00",10.29999998
"2020-05-05 02:15:00",9.70000005
"2020-05-05 02:20:00",10.19999995
"2020-05-05 02:25:00",10.3
"2020-05-05 02:30:00",10.2
"2020-05-05 02:35:00",10.79999995
"2020-05-05 02:40:00",10.10000009
"2020-05-05 02:45:00",11.19999993
"2020-05-05 02:50:00",10.60000002
"2020-05-05 02:55:00",10.60000001
"2020-05-05 03:00:00",10.89999994
"2020-05-05 03:05:00",10.30000006
"2020-05-05 03:10:00",11.39999996
"2020-05-05 03:15:00",11.4
"2020-05-05 03:20:00",10.60000005
"2020-05-05 03:25:00",11.39999989
"2020-05-05 03:30:00",11.4
"2020-05-05 03:35:00",11.3
"2020-05-05 03:40:00",11.10000001
